ID,Thought,Distortion,Distortion_ID
1456,"I feel like those things are getting worse fast.It feels like there are two “ME”s : one kind person and one mean, angry version of myself (I “bathe” in this anger and let it overwhelm me, it makes me feel powerful).",Disqualifying the Positive,9
1457,"Also, I often find myself faced with a deep and powerful hatred toward myself and my mind is often consumed with the notion that I deserve to die. ",Disqualifying the Positive,9
1458,"I feel different, detached and slightly alienated. I have no interest in friendship or relationships (emotional or physical). I feel very emotionally cold and distant, I do still have emotions, but they are very diminished, I also have difficulty understanding what emotion I am feeling at any given time, in addition to lacking empathy. ",Disqualifying the Positive,9
1459,"I have this extreme fear. This includes heart palpation, trembling, numbing in hands and feet, fast breathing, fearful thoughts such as someone breaking in, ghosts creepy dolls you name it! ",Emotional Reasoning,6
1460,"My question is, because of my failures which I feel lead to the affair, should I be willing to give her more “time” to get to the point of working on her issues?",Personalizing,8
1461,"i used to go out with my friends a lot, but i now spend a lot of time in my room on my laptop, but even when i do go out, i find it very very hard to keep a conversation going, and if i either drink or smoke weed, i just go into a completely depressed state and will not talke at all.",Disqualifying the Positive,9
1462,"I don’t sleep normal anymore either, I just can’t sleep, and when I cant sleep I think about how my future looks like I’ll never make it or I’ll just let my family down.",Fortune Telling,4
1463,"In general I feel depersonalized most of the time, and over the years ive learned to just get on with it, and found ways to deal with it, but it seems to be getting worse. ",Emotional Reasoning,6
1464,I don’t understand why everyone seems to think I’m so violent when the last physical fight I got in was at least 5 years ago.,Mind Reading,5
1465,"I don’t think I am antisocial because I am always with my friends, it’s just that I would rather be alone.",Should Statements,7
1466,"I’ve had lots of suicidal thoughts, but never carried them out, always had visions of bad things happening to me.",Disqualifying the Positive,9
1467,"Despite that, my mom always looks at me with distaste. ",Mind Reading,5
1468,"However, I distinctly remember feeling as if I wouldn’t mind if a car were to hit me while crossing the street.",All-or-Nothing Thinking,1
1469,"I think I might be gay but I don’t know, and it’s frustrating and scary.",Should Statements,7
1470,"As it is, I have never been in a relationship, because I never trust the men that try to ask me out.",Overgeneralizing,2
1471,"But in that country, I could go outside and easily find my “type” of girl I’m attracted to.",Emotional Reasoning,6
1472,"I’m good at hiding as everyone perceives me to be a charming, responsible and normal guy. ",Mind Reading,5
1473,"He isn’t very nice to me, and he talks to me like I am “stupid.”",Mind Reading,5
1474,"I have a really bad past, i just want to get better for us to be happy but will they lock me up for those thoughts, cant they just talk with me and give medication?",Mind Reading,5
1475,I wasn’t a good enough reason for her to try to get better I wasn’t good enough to keep her happy I wasn’t good enough for her because I got a 92 in biology and “ruined my chances of going to a good college.,Personalizing,8
